Date,Factor1,Factor2,Factor3,Factor4
2008-03-10,-0.2541071815517326,-0.4524275815071072,0.18077436151039708,-0.42537871967446084
2008-03-11,-0.07242519036736518,-0.1237986569948259,0.26323340256104916,-0.1408691406249991
2008-03-12,-0.15576176830115662,-0.24298157253796088,0.3008665066600683,-0.3129573487962296
2008-03-13,0.10102966639909175,0.2532967623948062,0.24581728991384993,-0.1261381121645763
2008-03-14,-0.06765014323277752,0.17181311204682378,0.238697416280181,-0.3888604716036544
2008-03-17,0.05290744399097858,0.08028930417098469,0.15906433718746815,-0.4072304304925184
2008-03-18,0.0951066565853041,0.11149479025389958,-0.07305719332423392,-0.5796995698067196
2008-03-19,-0.09689872479369903,-0.1682809886029736,-0.13203397799642808,-0.6520224730976889
2008-03-20,0.11405203768484194,-0.1596179450111671,-0.31305999739128965,-0.617415219573401
2008-03-21,0.21235709873571854,0.19278620473466465,-0.3269589891309674,-0.4005315662490169
2008-03-24,0.3002856563606918,0.5519557091166022,-0.2823059124642215,0.5277269059402989
2008-03-25,0.14630549756166855,0.29566158488524086,-0.22726961473903662,0.5412297791316758
2008-03-26,0.21534237670285308,0.42475932138214845,-0.1402627206424881,0.6978230045886001
2008-03-27,-0.055937752334945114,-0.09110893325129955,0.25683798326975005,0.7049577610173964
2008-03-28,-0.11453795588692402,-0.17269711529606985,0.23506886340368177,0.6323844074413547
2008-03-31,-0.16243883072771903,-0.3250424224352649,0.18706040347966718,-0.17039176730956945
2008-04-01,0.12558433685258927,-0.13702400734740525,-0.09530190814240021,0.14253487507713572
2008-04-02,0.16037524782349896,0.0223882179629024,-0.16049742025619437,0.33455379053965895
2008-04-03,0.21517159279281434,0.2744107243208151,-0.14882843876183166,0.3206211388918954
2008-04-04,0.2485442714870098,0.287219090318087,-0.11845062146336444,0.27573682014528206
2008-04-07,0.23321498423497816,0.2697703762748265,0.1864700410854513,0.42840602511810166
2008-04-08,-0.061591506204269654,-0.1582756407722835,0.32146717351194454,0.11897445427049917
2008-04-09,-0.10727594100642826,-0.29773778572596554,0.31218266508051074,-0.32584390407028463
2008-04-10,-0.08642247594738406,-0.30847251906677386,0.28211169804988645,-0.3102191587310902
2008-04-11,-0.19374277783028304,-0.32825743900982385,0.2797645363163203,-0.3190823014613908
2008-04-14,-0.21274862759761878,-0.29584922435055755,0.19721428092268894,-0.4182814826354191
2008-04-15,-0.17423862779266336,-0.24675903263912388,0.23324127327589858,-0.30704191166116956
2008-04-16,0.09446575091058214,0.07642146070548841,0.24767067935572967,0.25512674674297253
2008-04-17,0.06437881439843703,0.30837002737270547,0.23254660434533647,0.3471648182761945
2008-04-18,0.25270726093434914,0.3225739404726983,0.2392870939322656,0.5494095997645779
2008-04-21,0.25935345012540206,0.23213692181127124,0.26669180713130813,0.5477300708771354
2008-04-22,0.20844548576101826,0.0,0.24027067423810605,0.44794193960332646
2008-04-23,0.11688300025102111,-0.2913841744814835,0.24905641081075644,0.3179424559755312
2008-04-24,0.1478344244029297,-0.3843326339094615,0.19560308484398287,0.32765523387426454
2008-04-25,0.0789263186921606,-0.4054433929105118,0.16624008796392828,0.30389882969923326
2008-04-28,0.0827993349359073,-0.22530232797320066,0.18399978525652722,0.29124471226636767
2008-04-29,0.1154313985945303,-0.1430154048672307,-0.02390961515807567,0.3633483098262228
2008-04-30,0.06816202212061832,-0.18212816106715796,-0.22060780404795124,0.2326682719000852
2008-05-01,0.136546817449442,-0.0822720280176882,-0.250405206050425,0.14086914062499992
2008-05-02,0.11880862990002812,0.23037878349042246,-0.19610571207594504,0.19184771212548704
2008-05-05,0.09726539753658364,-0.08926470231891356,-0.032372939398405194,0.2108133873409158
2008-05-06,0.16017527192698777,0.21735227657961786,0.25557640748957483,0.22511460601055067
2008-05-07,0.0760381682866395,0.38943609806517226,0.3707036988232842,0.2993666842746515
2008-05-08,-0.09929946406038806,0.25859094357602314,0.4353070715700929,0.11974923022357249
2008-05-09,-0.1530593272790844,0.05378172064061739,0.46336720361085937,-0.13735217648060474
2008-05-12,-0.05549239927554547,0.09143548613097109,0.3473541761297009,0.10977305178659849
2008-05-13,-0.11443938270342191,-0.24061432137766353,0.22415050155415034,0.2449648022389322
2008-05-14,0.11917844483916255,-0.27517979285917904,0.18047870158968587,0.32227370000044353
2008-05-15,0.15496725627557933,-0.2026401377463924,0.1515217749164664,0.3255279999235112
2008-05-16,0.1908228998132586,-0.16699771866097982,0.042666456311961504,0.33614187381838706
2008-05-19,0.1448414723763278,-0.2844107957611828,-0.06197609262556225,0.2229894319800661
2008-05-20,0.09336849702677097,-0.3322349615352801,0.15853876131164416,-0.17556316412800937
2008-05-21,-0.12578813443099768,-0.4901938725855203,0.2684980847667535,-0.16512797517354166
2008-05-22,-0.1642153530952634,-0.5158893933470021,0.3474213394544758,0.23460659708356107
2008-05-23,-0.22207877068657214,-0.43583436662617314,0.30705772412253085,0.09574556505214149
2008-05-26,-0.22531704397424318,-0.3487032974537321,0.3131883549610766,0.1339482381136982
2008-05-27,-0.16111460336827993,-0.28383316700488836,0.24305302470005288,0.2713409210106261
2008-05-28,0.009761858959601351,0.20410508075688796,-0.1174396987030343,0.3354732652323475
2008-05-29,0.05576648939152548,0.2600094154938778,-0.1880077215659975,0.21542968242008806
2008-05-30,0.15138862187525887,0.24848915078880454,-0.23113859765698166,0.30625327119955603
2008-06-02,0.09126434236972901,0.05116568598689172,-0.2247850111736723,0.1949757569649167
2008-06-03,-0.08014213844794593,-0.03090717259304744,-0.21801462677164582,-0.09424375833645555
2008-06-04,-0.10893361579029481,-0.27811516350458493,-0.22914205039099378,-0.22543506012575884
2008-06-05,0.06850752797747656,-0.2303448687658452,-0.25715161965326766,-0.1820774025703516
2008-06-06,-0.1975257949097876,-0.349609220178619,0.22793103248954705,-0.29042771434741244
2008-06-09,-0.1489119465027804,-0.26459939856994563,0.34500752821609987,0.22276395403493995
2008-06-10,-0.13222371732370292,-0.22385274515406958,0.29963452625339226,0.44504308284033034
2008-06-11,-0.2052323200935135,-0.16944446968930219,0.38991741619156095,0.3767231301647853
2008-06-12,-0.26160051147953683,-0.2783664420828521,0.40556655246672385,0.47284642240100005
2008-06-13,-0.02233608683354422,-0.07516129970082863,0.22351113818336493,0.5770115452361319
2008-06-16,-0.03568216611079576,0.18592659205387652,-0.09966505594519476,0.4145775762089167
2008-06-17,-0.07991104026167997,-0.06487269332172305,0.053220655235904454,0.1328207571270568
2008-06-18,0.043420793783789394,-0.11831917618691117,-0.06185537311947141,0.10577039240055655
2008-06-19,0.04921585362581066,-0.049392204293502454,-0.051274464365283025,-0.17011726316886885
2008-06-20,-0.20785403465597962,-0.31361911835707706,-0.13739958202637814,-0.293219588168258
2008-06-23,-0.20795933788018345,-0.45504501292716926,0.09187321739300663,-0.2385503353258282
2008-06-24,-0.19254571220991795,-0.405194376514911,0.1542735152382672,-0.2472510789599911
2008-06-25,-0.12079374899729818,-0.18099276156106434,0.11677345129049091,-0.19143384658033494
2008-06-26,-0.25723482762879873,-0.39846257384846856,0.11174643425588962,-0.34068980740891286
2008-06-27,-0.2041416046393108,-0.33025469737912255,0.2844003760751462,-0.32675443299603535
2008-06-30,-0.1994614173223272,-0.4098975017318457,0.24438506355026451,-0.3292320627010767
2008-07-01,-0.17236744924352007,-0.4325335125499445,0.2509437079044972,-0.2075743206988983
2008-07-02,-0.26165740354337613,-0.5955453141259539,0.3101972981577735,-0.21916232375202932
2008-07-03,-0.14165487212913058,-0.4996493193740314,0.3579439792148221,-0.11117455728609053
2008-07-04,-0.12229695002125474,-0.4757169766939833,0.2256284879114481,0.1312601289392594
2008-07-07,-0.16918141658303038,-0.37210552230024185,0.15113458091415943,-0.16732249075078015
2008-07-08,-0.10220467070839832,-0.19612221018924564,-0.12519069002228028,-0.22516792545693792
2008-07-09,-0.12902291537173216,-0.2835258007762551,-0.21643797549446941,-0.2601475308048743
2008-07-10,-0.09436422143645626,-0.27516964702092345,-0.27642672774139804,-0.30873100361832856
2008-07-11,-0.1550298652294001,-0.18144970652032505,-0.04670274767253505,-0.20583780299285598
2008-07-14,-0.1580055671067682,-0.10660385458855048,0.10947247391352792,-0.2519844862768413
2008-07-15,-0.26312881208331235,-0.24391089572993996,0.16470772922855303,-0.3132131317946627
2008-07-16,0.023741394337293376,0.5045024579340566,-0.02345374611400218,-0.2104551932332317
2008-07-17,0.0799162397525811,0.5994533086805758,-0.16101223460243885,0.19079713444926813
2008-07-18,0.14813907986782993,0.5071396259842323,-0.38444797782617407,0.1086368246523173
2008-07-21,0.18712285179381974,0.373641782445103,-0.38801781123673157,0.23714902374304359
2008-07-22,0.27978639338009337,0.6952888705696271,-0.3592174517905494,0.40194984880033613
2008-07-23,0.20241834960731683,0.4700595865716213,-0.3368231140240662,0.4156290546937137
2008-07-24,-0.08477922703974762,0.07915462339956693,-0.3263678624178502,0.1879282356466771
2008-07-25,-0.050449499358119675,0.27312541704406806,-0.2466861815044921,0.2472794592063998
2008-07-28,-0.16337786080391192,0.1815551967117828,-0.22505626632212344,0.12257652657123147
2008-07-29,-0.11487805169782063,-0.20979219459398066,-0.2582269740942307,0.04205033790614781
2008-07-30,0.04179799402861296,-0.3544862787525829,-0.18075695761034621,-0.18015550159976162
2008-07-31,0.12083647249621599,0.0,0.022628919714019334,-0.1745343775104921
2008-08-01,0.04705929910001286,-0.29856395365414556,-0.12522559629332158,-0.302476542487638
2008-08-04,0.12090597796560247,-0.23605696354055106,-0.15906452603002594,-0.15356667393078968
2008-08-05,0.14846404373725605,-0.33161814276241935,-0.2600665834031757,-0.1690634881773324
2008-08-06,0.0658107576678219,0.42206720642772544,-0.2814897432632963,-0.164673785827516
2008-08-07,-0.033186095191993024,0.5093509384814097,-0.309869153576974,-0.17315513124269025
2008-08-08,0.19842160075066598,0.7876818173871503,-0.3363259624306475,0.06595297757931264
2008-08-11,0.2594452113713379,0.938210502638753,-0.3659894093870377,0.16489097072516506
2008-08-12,0.06422427286346315,0.723927998975106,-0.31307076384071153,-0.15797775882641235
2008-08-13,-0.0536640584820369,0.240950505549619,-0.2567818952330793,0.03681370421789966
2008-08-14,0.1673206381685302,0.3811046443304476,-0.2288685139301433,0.16384298133502986
2008-08-15,0.0395357229838773,0.1584609088973262,-0.2522943763857405,-0.1284012762876217
2008-08-18,-0.16396243435473506,-0.2553741370346031,-0.1763856010341426,-0.27063167016489226
2008-08-19,-0.15133086198104426,-0.16298774631869759,-0.0942769772730505,-0.18756104644386834
2008-08-20,-0.10256078135725483,0.04101364838484146,0.045701226102674845,-0.31038176056117095
2008-08-21,-0.12036467291987432,-0.3977989017937711,0.19921429323623552,-0.20177540175150668
2008-08-22,-0.07262684888919305,-0.34766474763236876,0.3166234714722802,-0.04331787058994637
2008-08-25,-0.10518606430069594,-0.21259355761740897,0.15133516038261854,-0.14949692136621168
2008-08-26,0.06550664168196793,-0.09069721465419915,0.16537938570254984,-0.10219098319387995
2008-08-27,0.08035928620815193,-0.1669726302692873,0.15439514123197312,0.03799885780155349
2008-08-28,0.15234317861413385,0.3415653085830411,-0.1593458120914854,0.053974689815261434
2008-08-29,-0.09245775467154364,0.18545151248390046,-0.20276306908624336,-0.11750157388059367
2008-09-01,0.12512875405598783,0.2931838069007374,-0.07910485203421974,0.10572258870716897
2008-09-02,0.07388970572333028,0.3202743105574167,-0.32212695627225557,-0.15886426612630378
2008-09-03,-0.07743327372504691,0.3065985675072527,-0.3471547881236807,-0.1561894263510781
2008-09-04,-0.27306172235951076,-0.2609567560289806,-0.34971752181419946,-0.30161676650831715
2008-09-05,-0.21030948559018986,-0.13449035031739814,-0.39833798596917297,-0.28025575214499904
2008-09-08,-0.12013931814152017,0.16956518897658823,-0.3726750103178727,-0.22672725984842587
2008-09-09,-0.24707734856749708,-0.3289401628565521,-0.26765202912063857,-0.20960279240146212
2008-09-10,-0.21833151356317967,-0.3587575120670063,-0.32865832805928036,-0.14251067792049538
2008-09-11,0.109376388548151,-0.11992815597206631,-0.3709023266902517,-0.11421255252129846
2008-09-12,0.09455471564937679,-0.20452130352286038,-0.3062774630895242,-0.11377825085802418
2008-09-15,-0.30610732839500887,-0.5317282490531454,-0.4182792294873847,-0.7075533252455894
2008-09-16,-0.10338020360569743,-0.3720718292986521,-0.49170844484099285,-0.665254707519518
2008-09-17,-0.3129671886567995,-0.3289113460204822,-0.4222276270023838,-0.9462218482862107
2008-09-18,-0.2197656058621689,0.2945163874298097,-0.3149083833310824,-0.816024441674305
2008-09-19,0.05467229534979899,0.79149878909778,-0.22517644726185787,-0.31940743452528825
2008-09-22,0.1220517064100372,0.6229589456262059,0.3494336752026028,0.6544896135183567
2008-09-23,-0.16596356868308268,0.581231195929673,0.5534693102776619,0.47847258915730606
2008-09-24,0.18580870947783654,0.39924757996217364,0.5161587747408037,0.7259732525321657
2008-09-25,0.04926133157573857,-0.1842803749341967,0.4062178449461849,0.7760057864642101
2008-09-26,-0.21693979244167982,-0.5850700625195249,0.3275696524124131,-0.24818653997482779
2008-09-29,-0.3791430059229558,-0.5370330047988581,-0.23947497405948676,-0.5979503546026761
2008-09-30,-0.15437224938575192,-0.35041888780593766,-0.3914666135774648,0.13155792106979922
2008-10-01,-0.16600081312565004,0.23418479063124975,-0.3978351087955192,0.1474705284399309
2008-10-02,-0.36479080067389424,-0.16827276604432095,-0.38693392261706816,-0.589672018844634
2008-10-03,-0.40941304807520285,-0.22775979478250077,-0.47509983481080625,-0.6020275512793701
2008-10-06,-0.2583497740610593,0.14377586999221556,-0.5158298709814204,-0.5049416550854197
2008-10-07,-0.5490619092462155,-0.4201179735153006,-0.46414051820738667,-0.7136124061596213
2008-10-08,-0.564171394624779,-0.6125043462569575,-0.5343878290039964,-0.48069468170456187
2008-10-09,-0.6452902056946239,-0.7237396683581097,-0.4903320808688523,0.1045198126435673
2008-10-10,-0.6416235475938072,-0.6281249758694498,-0.5818006321656742,-0.17554118633121102
2008-10-13,-0.27829776304628423,0.15721256892295268,-0.4746404362483095,0.24349888672239656
2008-10-14,0.04405972845167919,0.4244114012565042,-0.3745974709433065,0.41658933604567494
2008-10-15,-0.3641900935395022,-0.10557003800622707,-0.4740550348925554,-0.10113721253063498
2008-10-16,0.24204514944200967,0.5205155874564185,-0.6814828403822102,0.06906171454781367
2008-10-17,0.26246219684593963,0.6819557882790939,-0.5184589697696431,0.4216020631174284
2008-10-20,-0.1519638826538738,0.46342385193040964,-0.4313965384558487,0.7045615609868183
2008-10-21,-0.2523730722277522,0.40196152385291495,-0.49250097455142583,0.2881344512087703
2008-10-22,-0.12270673975332291,0.5547087146328316,-0.45173184016743323,0.33846579659293824
2008-10-23,-0.243347129432333,0.34524659924655987,-0.24098360301144772,0.14348515508385012
2008-10-24,-0.33281596723049167,-0.371205755803467,-0.3838551244042291,-0.07759636112978036
2008-10-27,-0.5298437159461308,-0.7001551562694246,-0.48389653752916884,-0.41588571839376776
2008-10-28,-0.13884304134695713,-0.4644498377108342,-0.5109278074381303,-0.24695633480019025
2008-10-29,0.23125147909678945,-0.0747967601664553,-0.25649167965747016,-0.1994089058735819
2008-10-30,0.2782132568132675,0.24107653862790684,-0.08204591732165263,-0.20878849240419634
2008-10-31,0.43980814541054497,0.5320570620569618,-0.05175124447972262,-0.2631799788868677
2008-11-03,0.5292348155611666,0.6371988660436362,0.23894474055214285,-0.30207626872040716
2008-11-04,0.33755378414582693,0.5217070072977409,0.21747217273899191,-0.44187292432734815
2008-11-05,0.18113548243559965,0.3102433014816673,0.13486887425915764,-0.469306459982905
2008-11-06,-0.2813460068403729,-0.39190927913826085,-0.3807251517427929,-0.46522063534501235
2008-11-07,-0.2379259854793223,-0.5797677945568076,-0.3352379956292708,-0.3700317332212036
2008-11-10,-0.2718609976968849,-0.6011974494691508,-0.3460133220838586,-0.34952479241374906
2008-11-11,-0.44333276942252803,-0.7115353422366908,-0.4142812298268468,-0.23234878933746758
2008-11-12,-0.4413015250226339,-0.8709551743051245,-0.5678937470665265,-0.3161440362668518
2008-11-13,0.09129937871868332,-0.5639685471184552,-0.5086265277000934,0.02687548151929282
2008-11-14,-0.3147700613500057,-0.6846343542957024,-0.37583199799736056,-0.33325375464186646
2008-11-17,-0.35292855853505783,-0.7254428640605044,-0.49241425347071033,-0.36475493989203434
2008-11-18,-0.25676324719127475,-0.8203392858138878,-0.4508148724561945,-0.4737411732258294
2008-11-19,-0.2881304292044917,-0.8786174671693715,-0.37244999781841953,-0.4718749812858044
2008-11-20,-0.6222069613508997,-1.0630051174733737,-0.36009503017040534,-0.778653192144798
2008-11-21,-0.3805642489268318,-0.765111280263638,-0.5154359795189891,-0.6279103424089936
2008-11-24,0.03654566262915623,-0.37174933103513663,-0.34719598989351774,-0.34128128449380496
2008-11-25,-0.046891883195137644,-0.19193107436240076,-0.17041881835486358,-0.42707282471916674
2008-11-26,0.42775092647198587,0.8506523845956304,-0.10490384816562161,-0.36276693005728994
2008-11-27,0.6359919817704238,1.1101060199815325,0.36158296675689716,0.16878682508353185
2008-11-28,0.48150231310547376,0.8793410157108335,0.45237756574095056,-0.3027055443193182
2008-12-01,-0.24797428043646452,-0.06462977258768753,0.1502669357126338,-0.7238157263149785
2008-12-02,-0.11014282370967027,0.26624564126165595,-0.3875643524598028,-0.63426220053944
2008-12-03,-0.15759050518658457,-0.2810362223592533,-0.4367675012491369,-0.6370209645792483
2008-12-04,-0.2688270490596067,0.09979023200636332,-0.6026029200216203,-0.7696511717764816
2008-12-05,-0.17302872108208464,0.38678737071158376,-0.7460154524022051,-0.5267627784705485
2008-12-08,0.4661013306927747,1.0763014038866223,-0.6019390671241093,-0.1791882512405285
2008-12-09,0.26586733149918335,0.8605904979941319,-0.37499647317475954,-0.3172095431613665
2008-12-10,0.2147185867749274,0.7926334504552129,-0.3363088846850604,0.4286846771713699
2008-12-11,0.21789999834248558,0.41155991513346196,0.1333338800206481,0.11195017608398514
2008-12-12,0.06883070574992589,0.29748939887879716,0.49898580066023657,-0.33453953528688285
2008-12-15,-0.25988969605181633,-0.38434444928467787,0.5000833096488909,-0.5040188238929724
2008-12-16,0.19441513234637753,0.21596885458643533,0.3296314640414304,-0.5493983357105385
2008-12-17,0.0816910325423014,-0.12714392875826663,0.3672960640728736,-0.8182046603566362
2008-12-18,0.1292393374535616,0.2789030928776848,-0.142508410043882,-0.39606480539482297
2008-12-19,0.10560077735729789,-0.0778890488580509,-0.3898848614171502,-0.5335256989103077
2008-12-22,0.06289057936572538,0.12416448304554564,-0.5124961971283373,-0.3369492278340922
2008-12-23,-0.29181790548132475,-0.4879517920861429,-0.5686253718356153,0.30984796304184986
2008-12-24,-0.24196876200373074,-0.3532687782649244,-0.6502224590736267,0.7049000565565952
2008-12-25,-0.15882782070035234,-0.3466273032703273,-0.572764603204216,0.5703034554676192
2008-12-26,-0.1475964826216283,-0.28057481066401746,-0.4689324166461851,0.3653308973506125
2008-12-29,-0.05289545325805075,-0.2719188026513647,-0.30981500933954276,-0.16251188988018025
2008-12-30,0.21127794913063458,0.18993761939828396,0.12900187233756888,-0.2750949301031164
2008-12-31,0.2431395693044926,0.3244424065190089,0.32894182620468215,-0.44203560305520667
2009-01-01,0.2431395693044926,0.3244424065190089,0.32894182620468215,-0.44203560305520667
2009-01-02,0.33216527488779224,0.48729951910296176,0.7179563882464355,0.4838591363233332
2009-01-05,0.32955241616272773,0.6660877539678773,0.8570120994525701,0.5873173138150305
2009-01-06,0.274335952618836,0.40439231291832883,1.0015261769862496,0.5907100495280646
2009-01-07,0.06513130735134426,-0.15917747387396744,0.8796385643657619,0.3994384032206256
2009-01-08,0.0919255821319494,-0.40339839083022155,0.64205503835069,0.33570172674731524
2009-01-09,-0.25737442041180136,-0.5805999497509045,0.22741383395219958,-0.32091390254955093
2009-01-12,-0.3137878838196371,-0.7193608171845106,-0.38977058549657695,-0.36846424819256296
2009-01-13,-0.3312670891100935,-0.5403636640321161,-0.5170560501945156,-0.4105621359618562
2009-01-14,-0.34135934716259847,-0.5432284011398564,-0.3994338734861735,-0.47938479254231503
2009-01-15,-0.3471285741400345,-0.4057363472420691,-0.1944114991191656,-0.4523457098650845
2009-01-16,-0.25979252354810395,-0.2333857163730877,0.09668416399964164,-0.1619291187105251
2009-01-19,-0.17580470691051842,0.08123627415474595,0.07145990017221543,0.03589443318921111
2009-01-20,-0.35852437466840237,-0.5631901795889134,-0.1660489735418072,0.1590321890437135
2009-01-21,-0.05597874787688476,0.16071629436271448,-0.2516409160770859,0.4824275504245874
2009-01-22,-0.1583539550270728,0.10294489644520974,-0.13851030020855767,0.5189306043117704
2009-01-23,-0.16802690265323583,0.23533160675892198,-0.1977931974820197,0.45205680450807295
2009-01-26,-0.14244243611090374,0.1124415338323729,0.2918902784068552,0.5354003906249993
2009-01-27,0.2770547357326531,0.5888263956496498,0.20523828847774392,0.39576198954727626
2009-01-28,0.2426230766340816,0.47073773740964386,0.21136260037391785,0.39079961565432875
2009-01-29,0.1677758243202295,0.3587497328065504,0.17340812713561762,0.6307042200083263
2009-01-30,-0.09276662375021764,-0.09265141047927214,0.18004499175449779,0.5303051240636711
2009-02-02,-0.1288257110891214,-0.25225101648106046,0.03160534838714683,0.3507940032362588
2009-02-03,-0.10085497387769977,-0.15188482211338014,0.19174604582674978,0.6646378062193112
2009-02-04,-0.2690206337380602,-0.3247908084494313,0.16224703086448358,0.5370003005976121
2009-02-05,0.029825238717347533,0.3004060201130422,0.17651491055753513,0.25774873084033173
2009-02-06,0.2818372092743805,0.5367854846128445,0.20498683152998465,0.36901983053120724
2009-02-09,0.28880607154386734,0.5343024896777201,0.20803100130747035,0.5397665350933609
2009-02-10,-0.1300630867270396,0.22154869417586945,0.2599317347370936,-0.1406528556545254
2009-02-11,0.04441349539194932,-0.10144264955103435,0.14201777471805968,-0.2689778339669685
2009-02-12,-0.12502331595570743,-0.2986306089520088,-0.09794479983020142,-0.3112425182167694
2009-02-13,-0.2696543135476722,-0.5362861993403453,-0.1736098747581195,-0.21081975026902325
2009-02-16,-0.27439944675033756,-0.37957369643086625,-0.29295182576705797,-0.2952692045432696
2009-02-17,-0.262346380052424,-0.4177953562736179,-0.380896852046313,-0.3072526014818349
2009-02-18,-0.2904591011351527,-0.30370778907165796,-0.4236604622650382,0.14338930493983792
2009-02-19,-0.3314046375040196,-0.36738198009721024,-0.33243626134939536,0.3529019922607023
2009-02-20,-0.33547531751099785,-0.21290394926923092,-0.3507329685018882,-0.21131902624862128
2009-02-23,-0.42900315217489265,-0.3566746517251635,-0.27093488376418756,-0.1446253971824937
2009-02-24,-0.1632469357295179,0.292367629477218,-0.15881356612221093,0.42070882636561574
2009-02-25,-0.2034406443888818,0.14758562290366617,0.3349292941183616,0.42856278394114045
2009-02-26,-0.21772793480094732,0.35996623549945406,0.4497126401078822,0.3695588901903939
2009-02-27,-0.26053271227563835,0.1080498242554268,0.4347870160931788,0.42256321515228923
2009-03-02,-0.29960050795938264,0.07204419606521556,0.36793629428255775,0.171696811005185
2009-03-03,-0.42441351713316644,-0.4700539547516809,0.34163803303381507,0.06367694376327494
2009-03-04,-0.3334591573897244,-0.27002443955460703,0.3593519463705101,-0.15158946081836
2009-03-05,-0.4076089932414866,-0.534914444578335,0.10980713523492533,-0.44692817621509995
2009-03-06,-0.3405201242067881,-0.3605167336663928,-0.04487220533694647,-0.367939471341713
2009-03-09,-0.22203102231207078,-0.0718703248889388,0.21788090838390084,0.11518768335380904
